State,Municipality,Institute,Offered_places,Applications_First_Entry_Male,Applications_First_Entry_Female,Applications_First_Entry_Total,First_Entry_Male,First_Entry_Female,First_Entry_Total,Enrollment_Male,Enrollment_women,Enrollment_Total,All_Graduate_Male,All_Graduate_Female,All_Graduate,Graduate_with_Diploma_Male,Graduate_with_Diploma_Female,Graduate_with_Diploma_Total,Count,period,modality
VERACRUZ,VERACRUZ,UNIVERSIDAD DEL VALLE DE MÉXICO,170.0,1060.0,1241.0,2301.0,52.0,95.0,147.0,230.0,364.0,594.0,39.0,63.0,102.0,16.0,31.0,47.0,1,2018-2019,private-onsite
YUCATÁN,MÉRIDA,UNIVERSIDAD DEL VALLE DE MÉXICO,300.0,117.0,157.0,274.0,115.0,155.0,270.0,439.0,570.0,1009.0,110.0,116.0,226.0,106.0,109.0,215.0,1,2018-2019,private-onsite
AGUASCALIENTES,AGUASCALIENTES,UNIVERSIDAD DEL VALLE DE MÉXICO,182.0,91.0,75.0,166.0,67.0,62.0,129.0,273.0,268.0,541.0,32.0,41.0,73.0,16.0,20.0,36.0,1,2019-2020,private-onsite
BAJA CALIFORNIA,MEXICALI,UNIVERSIDAD DEL VALLE DE MÉXICO,238.0,74.0,97.0,171.0,65.0,84.0,149.0,294.0,401.0,695.0,78.0,114.0,192.0,97.0,140.0,237.0,1,2019-2020,private-onsite
CHIAPAS,TUXTLA GUTIÉRREZ,UNIVERSIDAD DEL VALLE DE MÉXICO,359.0,193.0,173.0,366.0,165.0,137.0,302.0,709.0,608.0,1317.0,98.0,111.0,209.0,60.0,76.0,136.0,1,2019-2020,private-onsite
CHIHUAHUA,CHIHUAHUA,UNIVERSIDAD DEL VALLE DE MÉXICO,198.0,91.0,106.0,197.0,91.0,106.0,197.0,418.0,517.0,935.0,46.0,64.0,110.0,37.0,69.0,106.0,1,2019-2020,private-onsite
CIUDAD DE MÉXICO,COYOACÁN,UNIVERSIDAD DEL VALLE DE MÉXICO,1465.0,563.0,799.0,1362.0,563.0,799.0,1362.0,2631.0,2870.0,5501.0,65.0,22.0,87.0,65.0,39.0,104.0,1,2019-2020,private-onsite
CIUDAD DE MÉXICO,CUAJIMALPA DE MORELOS,UNIVERSIDAD DEL VALLE DE MÉXICO,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,3.0,1,2019-2020,private-onsite
CIUDAD DE MÉXICO,CUAUHTÉMOC,UNIVERSIDAD DEL VALLE DE MÉXICO,351.0,128.0,98.0,226.0,78.0,70.0,148.0,206.0,175.0,381.0,76.0,69.0,145.0,56.0,54.0,110.0,1,2019-2020,private-onsite
CIUDAD DE MÉXICO,CUAUHTÉMOC,UNIVERSIDAD DEL VALLE DE MÉXICO,267.0,101.0,82.0,183.0,101.0,82.0,183.0,1476.0,1616.0,3092.0,113.0,108.0,221.0,120.0,155.0,275.0,1,2019-2020,private-onsite
CIUDAD DE MÉXICO,MIGUEL HIDALGO,UNIVERSIDAD DEL VALLE DE MÉXICO,282.0,113.0,186.0,299.0,95.0,155.0,250.0,292.0,493.0,785.0,44.0,75.0,119.0,17.0,20.0,37.0,1,2019-2020,private-onsite
CIUDAD DE MÉXICO,TLALPAN,UNIVERSIDAD DEL VALLE DE MÉXICO,657.0,298.0,274.0,572.0,262.0,256.0,518.0,1381.0,1375.0,2756.0,309.0,290.0,599.0,232.0,190.0,422.0,1,2019-2020,private-onsite
CIUDAD DE MÉXICO,ÁLVARO OBREGÓN,UNIVERSIDAD DEL VALLE DE MÉXICO,112.0,64.0,48.0,112.0,38.0,24.0,62.0,259.0,199.0,458.0,77.0,48.0,125.0,48.0,30.0,78.0,1,2019-2020,private-onsite
COAHUILA,SALTILLO,UNIVERSIDAD DEL VALLE DE MÉXICO,377.0,158.0,162.0,320.0,75.0,96.0,171.0,423.0,475.0,898.0,57.0,78.0,135.0,66.0,84.0,150.0,1,2019-2020,private-onsite
COAHUILA,TORREÓN,UNIVERSIDAD DEL VALLE DE MÉXICO,137.0,55.0,53.0,108.0,51.0,50.0,101.0,201.0,257.0,458.0,49.0,89.0,138.0,100.0,166.0,266.0,1,2019-2020,private-onsite
JALISCO,SAN PEDRO TLAQUEPAQUE,UNIVERSIDAD DEL VALLE DE MÉXICO,363.0,201.0,138.0,339.0,132.0,86.0,218.0,557.0,416.0,973.0,93.0,117.0,210.0,50.0,58.0,108.0,1,2019-2020,private-onsite
JALISCO,ZAPOPAN,UNIVERSIDAD DEL VALLE DE MÉXICO,650.0,263.0,224.0,487.0,230.0,167.0,397.0,717.0,646.0,1363.0,139.0,196.0,335.0,364.0,393.0,757.0,1,2019-2020,private-onsite
MORELOS,TEMIXCO,UNIVERSIDAD DEL VALLE DE MÉXICO,350.0,144.0,149.0,293.0,91.0,100.0,191.0,420.0,411.0,831.0,59.0,87.0,146.0,35.0,38.0,73.0,1,2019-2020,private-onsite
MÉXICO,COACALCO DE BERRIOZÁBAL,UNIVERSIDAD DEL VALLE DE MÉXICO,749.0,2291.0,2547.0,4838.0,370.0,379.0,749.0,2522.0,2705.0,5227.0,230.0,277.0,507.0,141.0,159.0,300.0,1,2019-2020,private-onsite
MÉXICO,CUAUTITLÁN IZCALLI,UNIVERSIDAD DEL VALLE DE MÉXICO,231.0,118.0,114.0,232.0,94.0,89.0,183.0,326.0,338.0,664.0,57.0,65.0,122.0,35.0,32.0,67.0,1,2019-2020,private-onsite
MÉXICO,METEPEC,UNIVERSIDAD DEL VALLE DE MÉXICO,821.0,423.0,330.0,753.0,415.0,315.0,730.0,1282.0,1078.0,2360.0,234.0,208.0,442.0,111.0,85.0,196.0,1,2019-2020,private-onsite
MÉXICO,NAUCALPAN DE JUÁREZ,UNIVERSIDAD DEL VALLE DE MÉXICO,879.0,610.0,489.0,1099.0,521.0,411.0,932.0,2076.0,1848.0,3924.0,436.0,549.0,985.0,366.0,368.0,734.0,1,2019-2020,private-onsite
MÉXICO,TEXCOCO,UNIVERSIDAD DEL VALLE DE MÉXICO,457.0,226.0,259.0,485.0,174.0,220.0,394.0,684.0,894.0,1578.0,82.0,178.0,260.0,86.0,195.0,281.0,1,2019-2020,private-onsite
NUEVO LEÓN,MONTERREY,UNIVERSIDAD DEL VALLE DE MÉXICO,538.0,323.0,215.0,538.0,323.0,215.0,538.0,1986.0,1688.0,3674.0,407.0,417.0,824.0,248.0,274.0,522.0,1,2019-2020,private-onsite
NUEVO LEÓN,SAN NICOLÁS DE LOS GARZA,UNIVERSIDAD DEL VALLE DE MÉXICO,50.0,16.0,10.0,26.0,16.0,10.0,26.0,47.0,41.0,88.0,6.0,8.0,14.0,3.0,3.0,6.0,1,2019-2020,private-onsite
PUEBLA,SAN ANDRÉS CHOLULA,UNIVERSIDAD DEL VALLE DE MÉXICO,366.0,180.0,126.0,306.0,178.0,119.0,297.0,741.0,630.0,1371.0,62.0,84.0,146.0,51.0,82.0,133.0,1,2019-2020,private-onsite
QUERÉTARO,QUERÉTARO,UNIVERSIDAD DEL VALLE DE MÉXICO,918.0,436.0,561.0,997.0,433.0,558.0,991.0,1764.0,2359.0,4123.0,272.0,407.0,679.0,176.0,250.0,426.0,1,2019-2020,private-onsite
SAN LUIS POTOSÍ,SAN LUIS POTOSÍ,UNIVERSIDAD DEL VALLE DE MÉXICO,206.0,58.0,78.0,136.0,37.0,54.0,91.0,269.0,375.0,644.0,47.0,77.0,124.0,92.0,167.0,259.0,1,2019-2020,private-onsite
SONORA,CAJEME,UNIVERSIDAD DEL VALLE DE MÉXICO,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,2.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,1,2019-2020,private-onsite
SONORA,HERMOSILLO,UNIVERSIDAD DEL VALLE DE MÉXICO,710.0,284.0,426.0,710.0,284.0,426.0,710.0,1026.0,1390.0,2416.0,148.0,158.0,306.0,86.0,154.0,240.0,1,2019-2020,private-onsite
SONORA,NOGALES,UNIVERSIDAD DEL VALLE DE MÉXICO,48.0,14.0,33.0,47.0,10.0,25.0,35.0,43.0,83.0,126.0,27.0,43.0,70.0,21.0,26.0,47.0,1,2019-2020,private-onsite
TABASCO,CENTRO,UNIVERSIDAD DEL VALLE DE MÉXICO,938.0,335.0,427.0,762.0,323.0,418.0,741.0,1153.0,1482.0,2635.0,156.0,194.0,350.0,103.0,142.0,245.0,1,2019-2020,private-onsite
TAMAULIPAS,REYNOSA,UNIVERSIDAD DEL VALLE DE MÉXICO,343.0,128.0,215.0,343.0,128.0,215.0,343.0,452.0,767.0,1219.0,128.0,195.0,323.0,91.0,117.0,208.0,1,2019-2020,private-onsite
TAMAULIPAS,TAMPICO,UNIVERSIDAD DEL VALLE DE MÉXICO,81.0,75.0,77.0,152.0,65.0,62.0,127.0,190.0,184.0,374.0,44.0,63.0,107.0,59.0,60.0,119.0,1,2019-2020,private-onsite
TAMAULIPAS,VICTORIA,UNIVERSIDAD DEL VALLE DE MÉXICO,175.0,57.0,116.0,173.0,57.0,116.0,173.0,327.0,492.0,819.0,27.0,74.0,101.0,18.0,55.0,73.0,1,2019-2020,private-onsite
VERACRUZ,BOCA DEL RÍO,UNIVERSIDAD DEL VALLE DE MÉXICO,1154.0,675.0,696.0,1371.0,289.0,298.0,587.0,1180.0,1249.0,2429.0,119.0,182.0,301.0,146.0,201.0,347.0,1,2019-2020,private-onsite
VERACRUZ,COATZACOALCOS,UNIVERSIDAD DEL VALLE DE MÉXICO,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.0,3.0,13.0,1,2019-2020,private-onsite
